"TSP","plot","species","biomass","dist","db","n.rich"
"208-M22","M22","Lithocarpus glaber",0.00903512670809404,0.707106781186547,0.012777598728346,6
"208-M22","M22","Quercus serrata",0.00197091286741881,0.894427190999916,0.00220354757463874,6
"208-M22","M22","Schima superba",0.0080926641659648,0.894427190999916,0.00904787359708697,6
"209-L22","L22","Castanopsis sclerophylla",0.000618149283917583,2.70710678118655,0.000228343147826124,6
"209-L22","L22","Choerospondias axillaris",0.0331817795092624,2.89442719099992,0.011464022868649,6
"209-L22","L22","Liquidambar formosana",0.00445538261867709,0.666666666666667,0.00668307392801564,6
"209-L22","L22","Quercus serrata",0.000101228341389074,0.707106781186547,0.000143158493288962,6
"209-L22","L22","Sapindus mukorossi",0.00171168198582549,0.894427190999916,0.00191371863808381,6
"209-L22","L22","Schima superba",0.0577454213394437,0.707106781186547,0.08166435802319,6
"21-Q13","Q13","Koelreuteria bipinnata",NA,4,NA,1
"210-L22","L22","Choerospondias axillaris",0.138432026217067,6.30864075337301,0.0219432412826887,4
"210-L22","L22","Quercus serrata",0.000242564316249335,0.707106781186547,0.000343037745787566,4
"210-L22","L22","Sapindus mukorossi",0.000157266299586241,1.56109385766658,0.000100741091776065,4
"210-L22","L22","Sapium sebiferum",1.83130219682534e-06,0.894427190999916,2.04745809972308e-06,4
"211-M22","M22","Choerospondias axillaris",0.000485683358125095,2,0.000242841679062548,4
"211-M22","M22","Nyssa sinensis",0.00662207043819001,0.894427190999916,0.00740369982579234,4
"211-M22","M22","Sapium sebiferum",0.00302417196934379,2,0.0015120859846719,4
"211-M22","M22","Schima superba",0.0531930222160445,0.666666666666667,0.0797895333240668,4
"217-L22","L22","Castanea henryi",0.00806542128024113,2.66666666666667,0.00302453298009042,5
"217-L22","L22","Choerospondias axillaris",0.00455984696785412,0.666666666666667,0.00683977045178118,5
"217-L22","L22","Liquidambar formosana",0.011851632786604,2,0.005925816393302,5
"217-L22","L22","Nyssa sinensis",0.0416860123195866,0.707106781186547,0.0589529239836113,5
